Kingdom;Phylum;Class;Order;Family;Genus;Species
d788ca1d7cc7eed730d3d32a09e4d89a;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
d78c061fed5546ceaa38f8cc5bff6e0e;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
d790d32014913310b0289ba5c2b0a602;NA;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea;NA
d793caba197e8859f4926b444ff6a6d8;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;alphaI cluster;NA
d79873639a64dc243b4c4c5dc7a9fcf1;NA;Bacillota;Bacilli;Bacillales;Bacillaceae;Ureibacillus;NA
d79a204076b887ea3a393bc2b0bf7cac;NA;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;NA
d7aade04126b130fedd2b047a1955bf9;NA;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;NA;NA
d7b1fcdf98087891bab1688b5ea38c9b;NA;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;NA
d7e6d467ff757e82bddb50a706ecb147;NA;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
d7ee3c90358738ba31971c41280deba2;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;NA
d7f0cf5833ad0ea2e796914e7e0090f3;NA;Chloroflexota;KD4-96;NA;NA;NA;NA
d7f57d6cb3b6a1f9ab36b0bb8d6091a3;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
d7fbad5a2d7482ed4b9a19142a8f590b;NA;Myxococcota;Polyangiia;Polyangiales;Phaselicystaceae;Phaselicystis;NA
d80689b90e973b5188e39b2f8df65e71;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;NA;Bauldia;NA
d81427ce3d0ad2e827c8651686d2f527;NA;Actinomycetota;Acidimicrobiia;Microtrichales;Microtrichaceae;NA;NA
d81a005b06e5273bd450eea965384c15;NA;Myxococcota;Polyangiia;Polyangiales;Polyangiaceae;Aetherobacter;NA
d8377f3f0ee6a5cfc5472878e31cdc1b;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
d839c0bb3b98e76768013bb1401c4ae6;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
d83ee42fcca5c03a5fadc91bd6064cf9;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
d83f5733ff99452e27c9d585bc56bb28;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Mariniblastus;NA
d84229d938e701fb82fd9e38b738b5f5;NA;Acidobacteriota;Subgroup 22;NA;NA;NA;NA
d842e3dd26db23d3f2043a7f328be2f1;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
d84efe8bde04b46039b9a77009d5fab3;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;A21b;NA;NA
d850dce2aaaf221d355da240b8dad145;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Rhodoplanes;NA
d86b2bdec003e8f9f8221a7749cdf6fd;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
d87d3edec02a12db5ede536ba04d4f4d;NA;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;OLB12;NA
d87da4a8841c5a3188a3f71bcc3bd128;NA;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
d886f12a28897eadeae5791955528ae8;NA;Verrucomicrobiota;Verrucomicrobiia;Opitutales;Opitutaceae;Oleiharenicola;NA
d88a73846a13bcad6834c562c1ff39ee;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Bosea;NA
d88b4d17b06f304b732e59954996a7f5;NA;Gemmatimonadota;AKAU4049;NA;NA;NA;NA
d88da93e30180efb48b25f9129295332;NA;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;NA
d88eeb9a89d7d77a659ac6fada9721ee;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
d8939311d53c2f86e9ae58c3d0d06b23;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;NA;NA
d893e5410c816fe755e15434d4973840;NA;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;NA
d89f97208aabee861040560ea7f3b7fe;NA;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;NA;NA
d8a5fe597934858d9845170c59a32b77;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;NA;NA
d8a630c9a14065c0a8659aa17ee90975;NA;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;SWB02;NA
d8a870724d0249f472d4b6076eb849dc;NA;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;NA
d8aad96a23793b82dc1a8b6de282df79;NA;Gemmatimonadota;S0134 terrestrial group;NA;NA;NA;NA
d8afc2365281f61d5fd6c64c45600331;NA;Actinomycetota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;NA
d8b6e710f5b289bc47913d96a5aa5d35;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
d8beef0a2fca7cdd3beefc4777758f96;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;NA
d8bfe1e9231c6200d362d3036b2f7df3;NA;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;NA;NA
d8c2812f3bdbd0eae2bfe63090301f2c;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
d8c2b7599ebf1514d1ad7998b51de7d8;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7;NA
d8c457f03e96776d5d82e83c68a858a8;NA;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Ellin6055;NA
d8c5e08698cac170f1d356dc04aa1047;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;KF-JG30-B3;NA;NA
d8d5b32a0d06731f25c1d48f6a6998c3;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;NA
d8d835f738f2576705c2399bf2d88b16;NA;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
d8db0cd0c3f207df991077c000f11421;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;NA;NA
d8db793212288071db2fd3cbd2c128c5;NA;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;NA
d8dcb6c8e171d95ffadbf6754139ea31;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
d8e47ffd52c2ed9f5239619d2d546c54;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;NA
d8e5eb6d12570f9a251a3d9080450b10;NA;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;NA;NA
d8e9363df3e36c19c65b8132fc570ba2;NA;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;NA
d8ef8e93eaf9b7600585683b86f9d50a;NA;Myxococcota;Polyangiia;Nannocystales;Nannocystaceae;Nannocystis;NA
d8f4b50872537e0306dd1a877272d39f;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
d8f4f393a92ac4cafe7c396971a6ed7c;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
d90459bf11081e00789fbaecbf10115d;NA;Pseudomonadota;Gammaproteobacteria;JG36-TzT-191;NA;NA;NA
d905f898fd5a4cf6d56089d752110fd8;NA;Myxococcota;Polyangiia;Polyangiales;BIrii41;NA;NA
d906198ed4534087a02f2b4ac5c8fe51;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
d90f459ebfdca9967542de8461e391af;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;NA;NA
d90f6d4727bdc39ae3b335692baf7066;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
d919d30af7edbf9a688059956d56e96f;NA;Pseudomonadota;Alphaproteobacteria;Elsterales;NA;NA;NA
d919e38b6368a1b8485cff58946b949d;NA;Pseudomonadota;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;NA
d91d146d3aa6f08c9e622299916b1371;NA;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;NA
d929305b113845ca1379ed167f463660;NA;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;NA
d940d50e983c4678c017a44bdb4ea010;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
d94a2590cd3bbcf2b61373fbf0cf28eb;NA;Acidobacteriota;Subgroup 25;NA;NA;NA;NA
d963ac580065b1deaad07a88919ea5fc;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;NA
d96a20f8addd4fc2434f1e46423b31e0;NA;Actinomycetota;Acidimicrobiia;Microtrichales;Microtrichaceae;IMCC26207;NA
d97dfd50d131a9e8532df7b8c9325478;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;NA
d983dc17344b700d6fa0e5ba71901683;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;NA
d9868d6e71a17b32e27e43c1dad27d19;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;NA;NA
d9882f577dd55534e6bde4ee8eee40a0;NA;Pseudomonadota;Alphaproteobacteria;Elsterales;NA;NA;NA
d9b7fdd5db239f0a52851a66f8c8e1ae;NA;Latescibacterota;NA;NA;NA;NA;NA
d9bb37038c700a44ed6f4953db393332;NA;Pseudomonadota;Gammaproteobacteria;Rickettsiellales;Rickettsiellaceae;NA;NA
d9bc3595ac00c549b4dedaac92b29114;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
d9c106c8fa718e78146a0dbad9762904;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
d9d1a0735430dfe488f0d997cc897f55;NA;Actinomycetota;Thermoleophilia;NA;NA;NA;NA
d9d66912f7756ed0136af28df21c6723;NA;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;NA
d9e5513b1a45219c8e8a9e6421f271dd;NA;Gemmatimonadota;Longimicrobiia;Longimicrobiales;Longimicrobiaceae;NA;NA
d9f46247296185d5d64407bcb7580009;NA;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;NA
da054265c4ec47a766a30f785e782891;NA;Planctomycetota;OM190;NA;NA;NA;NA
da0d7bd1bb44423cacedcbfb569c7dcd;NA;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;NA
da1557551b9520b5ef07fa365453e33c;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
da1e33b4ad5e4745d31953c8c78be3ed;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
da565e35cd0858dfa97e1f49ba5dc127;NA;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Rhizocola;NA
da62a1918ec6309e264d1dd52f5f544a;NA;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
da7805f8b5bc20f6d50bdbfeecfa1fe5;NA;Bacillota;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA
da7ed4032c322e9b486987e7ae21758e;NA;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;NA
da7ee9e8003c03f1c0cf72c73748e77d;NA;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;NA;NA
da806939d319bbe24e48bc2b7d6f2460;NA;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;NA;NA
da8604ebbe96ff0632489ff621a8698e;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;NA
da8934855cbdd1600fe174273af2bcaa;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;NA
da8b24f84e41e067b0b24f5cb5a3ad7d;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
da8d4ae4721409fc16d60e6fb79587da;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
daa1a4906099852ee9d2bff03ff086af;NA;Myxococcota;bacteriap25;NA;NA;NA;NA
daa42ca78e25616a80b1650efc64ff73;NA;Myxococcota;bacteriap25;NA;NA;NA;NA
daaae980795a2efdbcc9519b37c32ce7;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;NA;NA
dab92e7dba4c6b4bb0a2d8e3266ebbeb;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;NA;NA
dabc3af1adffabc067f4a6bca03c8167;NA;Pseudomonadota;Gammaproteobacteria;NA;NA;Candidatus Berkiella;NA
dacdb0d940ac519505d2c1b2d8ebf5b7;NA;Myxococcota;Polyangiia;Blfdi19;NA;NA;NA
dace3226007348d5d368f5d30019de1e;NA;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;NA
dad252d0a6cda74a4aa4eb042bb8d632;NA;Cyanobacteriota;Cyanobacteriia;Phormidesmiales;Nodosilineaceae;Nodosilinea PCC-7104;NA
dad4fd32bbcec87b992181bfa233b734;NA;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;NA
dadd02063186a55b77655fdf49b66238;NA;Cyanobacteriota;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae;NA;NA
daec02dfbffe36a2b9868f4d5dec4aa6;NA;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;NA
daf9d78eff400c33b1a7cbafebfe5f8e;NA;Actinomycetota;Acidimicrobiia;Microtrichales;Microtrichaceae;NA;NA
dafa749d441e9b14be0f845962f463b4;NA;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;NA;NA
db0c7c10dd9899fd68d8692b0a220ff3;NA;Bacillota;Bacilli;Aneurinibacillales;Aneurinibacillaceae;Aneurinibacillus;NA
db0f30612187eaa6c5ca74b4e60d995a;NA;Actinomycetota;Acidimicrobiia;Microtrichales;NA;NA;NA
db274cb50cb19573787f2933292e9848;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;Kofleria;NA
db3580963c2a5ba1ab4354a3e0a785d5;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA
db4244088392ae485bbf684310ce98cc;NA;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
db43fe79fd7c724a0422d0cc8912142a;NA;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;NA
db44250051e9cad028d9bef8e64b8327;NA;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;NA
db45f3023213af883e194323f7c4653f;NA;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;NA;NA
db48c668583a29d0d279e0ff680ea37e;NA;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;NA;NA
db4945dfd04d9b6d0972a2c1d1257b53;NA;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;01D2Z36;NA;NA
db52dd66f3240e87e105c676ec9d38a5;NA;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Smaragdicoccus;NA
db6533e3f69c77203c57493565a20efc;NA;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;NA
db78193e2abbf26a43e3902134b3f021;NA;Gemmatimonadota;S0134 terrestrial group;NA;NA;NA;NA
db7ff27ecf58a4a88b348ffc1197791b;NA;Methylomirabilota;Methylomirabilia;Rokubacteriales;NA;NA;NA
db852a86a0279901d973f5a57a266436;NA;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Cylindrospermum PCC-7417;NA
db870d0b5d89cb73b672f264a3602996;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
db8773940a21a44bf65b72d04d062e34;NA;Myxococcota;Polyangiia;Polyangiales;Polyangiaceae;Pajaroellobacter;NA
db8f33a9c9c4264f530dece018d6fd9d;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
db9b6f3569c4783b8fa31091dc576a4f;NA;Actinomycetota;Actinobacteria;Frankiales;Sporichthyaceae;NA;NA
db9dd151e506dd712afff5c1eb03f3e5;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;NA
dba18e16fa01fa2e8390bc3c375bf316;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
dba261b800b6c97c051af5a70902734f;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;[Polyangium] brachysporum group;NA
dbab0b8b72dfef3afd470fd8cf23fbe6;NA;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
dbae2fd07e204fdec42d0d32017e50a1;NA;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
dbb293d1eeba9605220684c83c12b4a6;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
dbc7007fed140336ac7d5b90b231eb09;NA;Acidobacteriota;Vicinamibacteria;Subgroup 17;NA;NA;NA
dbcd06971af778658501d96982792e35;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;NA;NA
dbd788c98f4c1a979798b94a4c9a3fa5;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
dc068dda9c27acf24c0c45fd4fe59bd1;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;TRA3-20;NA;NA
dc0edcfd758c66a0bd4171c5e6e7fb44;NA;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Allorhizocola;NA
dc0fd3cdc860dd32e8ed90d1a6e406eb;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
dc34140243b761c7364ed59bf83b9dc7;NA;Pseudomonadota;Gammaproteobacteria;Rickettsiellales;Rickettsiellaceae;Aquicella;NA
dc39a0766110f5d31f96bb630c1ec4b4;NA;Cyanobacteriota;Sericytochromatia;NA;NA;NA;NA
dc3cdd9a0244a9a18aaad329ef511d2b;NA;Bacillota;Clostridia;NA;Gracilibacteraceae;Gracilibacter;NA
dc3fe9bc17481e98d7b1b4d3b23d2e1b;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
dc49c2eb32f5a78c0771affd088153d5;NA;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;NA;NA
dc6213e71efc9a528f3d2bc7984cfcef;NA;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfocastanea;NA
dc6e764310e32dc5c056d85498cb97d7;NA;Bacillota;Bacilli;Bacillales;Planococcaceae;Sporosarcina;NA
dc7e9dd9ec6750c2d227e5851990327b;NA;Chloroflexota;Ktedonobacteria;Ktedonobacterales;JG30-KF-AS9;NA;NA
dc7f87bec0b43de11b1234a5a8d31e29;NA;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;AKYG587;NA
dc8d8e1d9f97d0fabf3a497025a28cd0;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;NA
dc8e4da75e3825949b52929a8b49066d;NA;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;NA
dcabf42483a68f94a028a4d236bf3ad9;NA;Gemmatimonadota;S0134 terrestrial group;NA;NA;NA;NA
dcbb7b5c8f9d74d2ce47116e339139a7;NA;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;NA
dcbe895d00954251404c61606d2a23e4;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA
dcc9cfc12d7117ca1da6e9d250e763cf;NA;Planctomycetota;OM190;NA;NA;NA;NA
dce10d2ec5ce382a4d67d96efe873b21;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
dce461710abedc3284044f7b5e972fc1;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
dce53dacbc33d86a4360d110e39d4ee7;NA;Pseudomonadota;Alphaproteobacteria;Elsterales;Elsteraceae;NA;NA
dd1fa151961ff9e4b6326723f1bdb9ff;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
dd2252ff6b500a4044c360ecf018be60;NA;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;NA
dd23dec8219fcef33a435e84d75283d1;NA;Pseudomonadota;Gammaproteobacteria;NA;NA;NA;NA
dd4acd8299d5886df5fce960a1e64469;NA;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;NA
dd4d25506ee0c0b7034f4f5b3c8695c9;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
dd5499b09694d854d58a585dba3c0d62;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax;NA
dd680183933c7982f5741a9d5cf7db89;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;NA
dd837c53a9b770b82fddf6cc1019b18d;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer;NA
dd8fb1dcedb8f9d84a73a6bd4eb2d461;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
dd90e4380c7ea87402fe42bcca7a2fcb;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea;NA
dd92810ae2a9059dab83d84b93a92b10;NA;Planctomycetota;Phycisphaerae;S-70;NA;NA;NA
dd929561689ea5e21b2e2de9af08da95;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
dda9e73d050fbfd426b7e184a0135e62;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
ddaf7a2950763e4d90cab4fdcc5ea19b;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Pedomicrobium;NA
ddb9d70c1814b617e5a5d0531f6730f0;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ddbf24686041ad5e5e12164a899f522e;NA;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;NA
ddbf5cb0217733933b831f9ca342f2ca;NA;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;NA
ddd168225834e4704fec78a63453c89c;NA;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;HN-HF0106;NA
ddda4d3e6a832c137012e26bbf2d4e56;NA;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;NA
de01856b1c621c4cf8255b0183fab2e5;NA;Acidobacteriota;Acidobacteriae;Terriglobales;Acidobacteriaceae (Subgroup 1);NA;NA
de0f7486a721a5b1fa151692a7f90b08;NA;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;NA
de17d993a65dea46cb747dfc901a2a4f;NA;Bacillota;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;NA
de1d233936a4ed8254376db7dcf1d564;NA;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;NA
de2b4f007eae62031fb0f34ae2d32a7b;NA;Chloroflexota;Anaerolineae;Aggregatilineales;A4b;NA;NA
de2b678d235d5df2827b5d5c8c54a05f;NA;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;NA
de33295bbfd4e09538aa759a37fde834;NA;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;NA
de3c9f416a3bccaf2999bb5f5f647a8c;NA;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
de48683fd8d1378eb5969823c3fb1367;NA;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;NA
de5b9e0fc2c8aa5b9085facc5fd9973a;NA;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;NA
de5ee3055c9e64e36045dadd479be390;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
de695624dbc3f879bdf0a6c2c7377c60;NA;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA;NA
de8372a5a1822cd6f91e51e7f4d6cce1;NA;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
de848a3cbff36f6e509a88d69a973a2a;NA;Acidobacteriota;Subgroup 18;NA;NA;NA;NA
de95271a90a1ffcaeb32e5b10e982a4d;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
deaab5ec62c5979b007b5ce8f886cfd1;NA;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
debe71f9c822634920ff4edbc0f87110;NA;Planctomycetota;Phycisphaerae;Pla1 lineage;NA;NA;NA
deca7b8d6621f7f5f76eb1e4f16b330c;NA;Chloroflexota;Anaerolineae;Caldilineales;Caldilineaceae;NA;NA
ded2de7fb6d4a64364bba060f8c48e4b;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
ded47876219a46f1eaab4b75180fc5d8;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
dedd6876e02d307a206b18c0423bd41c;NA;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
deff38d81d4d1a60597f2e724409deee;NA;Planctomycetota;Pla3 lineage;NA;NA;NA;NA
df045be0933b431bf513bda367b34dd7;NA;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;NA
df07e25334eff0a5b17a9f6d9ba8221e;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
df197511b0d6f6fc15633d021183a06c;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
df259a4bbf3bdaec1440a54ba8389a55;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
df26a2a1faa5ea41325ff2398ae34e62;NA;Pseudomonadota;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;NA
df2b4f7d1afc7a1b55dd2657509c4f38;NA;Myxococcota;bacteriap25;NA;NA;NA;NA
