Kingdom;Phylum;Class;Order;Family;Genus;Species
335c6cc247ce50391155ad05c5442132;NA;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;NA
33662fead178fa28daded4d151204216;NA;Acidobacteriota;Subgroup 22;NA;NA;NA;NA
336fe75cec95f089e121c718222b0e92;NA;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;NA
33709e05842affa0fdad5f79ce6230b0;NA;Myxococcota;Polyangiia;mle1-27;NA;NA;NA
33719d0f22226c82edfe1d573b95dd88;NA;Myxococcota;Polyangiia;Nannocystales;Nannocystaceae;Nannocystis;NA
338d35625136031d6e17368826f753fd;NA;Planctomycetota;Pla4 lineage;NA;NA;NA;NA
339d7c167f3cc1a021c30db451dc5d8a;NA;Chloroflexota;Anaerolineae;Ardenticatenales;NA;NA;NA
339fe671d765cd0599b9b64b963485e7;NA;Acidobacteriota;Acidobacteriae;Terriglobales;NA;NA;NA
33a0f91bf6d643631277de1d3a7a0f27;NA;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
33ab6f1c9783f543b6863539bac023ac;NA;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;NA
33acf06fd81cb92e1ae3a23a66ba8b53;NA;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfopila;NA
33ce7ae0d4344fe4a1531146c3aa1905;NA;Acidobacteriota;Subgroup 5;NA;NA;NA;NA
33d03126a584d5136bd6c2f71cda45f5;NA;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;NA;NA
33df8e2e9fc3d1745a28a1884cd26a47;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS 17;NA;NA
33f56a897247f286637f7280cb0d89d0;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Propionivibrio;NA
33f9f03b96b5b645c99c59495b0a8fd3;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
340ee75b8e8484b16a38f8ba1796a062;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Cellvibrio;NA
34125108d63479c185e6b4ffcb16734d;NA;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;NA
341bbcc35ee22f76d66b99153c35a856;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Paludibaculum;NA
342444f9eeec16c4b81fc26c141f13d5;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
34258d9255b243a70c8b9db6be0d12a4;NA;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;NA;NA
3439d3e1c426b6184e84a06b3648dc22;NA;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tautonia;NA
345c35330ca217cd7d60f22373359faf;NA;Bacillota;Bacilli;Bacillales;Bacillaceae;Alkalihalophilus;NA
3462cb9e37ec656a75c3ec834f3f0df1;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;NA
34663008e2071e56987e06525d4bcc20;NA;Planctomycetota;OM190;NA;NA;NA;NA
3494a8cef630c2f58968cf946d07073e;NA;Gemmatimonadota;S0134 terrestrial group;NA;NA;NA;NA
34cbbaf8c1ebf1d828a6bf53926fc438;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
34d185c3eb9fbf95b7387072939688d9;NA;Actinomycetota;Thermoleophilia;Gaiellales;NA;NA;NA
34ea58c7765afd5302b1bfbd9c1863af;NA;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;NA;NA
34fea94129b8e29400f5d8855799ca0a;NA;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;NA
350f5db4dab58955937d6b7efaca466d;NA;Verrucomicrobiota;Verrucomicrobiia;S-BQ2-57 soil group;NA;NA;NA
351950dee94fac90b321897128c04944;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
3528274bc43ffc3349b7caf0123eb8b3;NA;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
3528b5e4f9074a0120dc447ab12a1326;NA;Myxococcota;bacteriap25;NA;NA;NA;NA
352a0a16d85caa572af48883d60adb6a;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA
352ae8219ade8de49f0416cad7092017;NA;Bacillota;Bacilli;Bacillales;Bacillaceae;Shouchella;NA
3534075c5b5be3913f84b7f19ec1a71e;NA;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
3534f3d4280af1de88dff610070225ce;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
354937f1b0e392394d86f9941687f89e;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
35655f730c0f7cd15c9f903fcf8bf67e;NA;Pseudomonadota;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Paracaedibacter;NA
3567e877ecce66de956bcfd251fe2bfd;NA;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;NA
3573a4fe8e368644ed0b620d90a4cc26;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7;NA
357899615504a2e6a1a41a59379c218b;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;NA
358353bbd8244fd97fbfb8dc342765cf;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;NA
35844ecaf0cf5f15bab4ad7f3849e6f7;NA;Planctomycetota;vadinHA49;NA;NA;NA;NA
3590876e779ff96812d33a4344e51cbc;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;NA;NA
359384dca9b262a0ad995ccb6dac3a57;NA;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;NA
359c1a422ace7b283f6c3715a3732429;NA;Cyanobacteriota;Cyanobacteriia;Chloroplast;NA;NA;NA
359f2d30dd3e2195da87f0b62da4393c;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
35a97488b23fd94668a90057e44d42c0;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;NA
35ab074562e42813eeb16fe766f03f31;NA;Chlamydiota;Chlamydiia;Chlamydiales;cvE6;NA;NA
35add2f16ce978e60ccdee6ec4782f80;NA;Chloroflexota;Anaerolineae;RBG-13-54-9;NA;NA;NA
35ae6960e02b1a2dfb0e9c3424827ed9;NA;Acidobacteriota;Subgroup 25;NA;NA;NA;NA
35af0e5d37ecf19721953f38dd11b555;NA;Bacillota;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Shimazuella;NA
35b2a880f39e5db8345766acd580125e;NA;Myxococcota;Polyangiia;Blfdi19;NA;NA;NA
35b7082a3c3d38f92abcb31f97093da3;NA;Chlamydiota;Chlamydiia;Chlamydiales;Parachlamydiaceae;Candidatus Metachlamydia;NA
35bfbf9ef8cfbec71efbb33e004163d7;NA;Actinomycetota;Actinobacteria;Micrococcales;Bogoriellaceae;Georgenia;NA
35d59d41001213374074166b92d67b9b;NA;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;NA
35dc3f1ef68f8a848d564e9ad4999db5;NA;Myxococcota;Polyangiia;Polyangiales;BIrii41;NA;NA
35dcaee394f30109b5994e09b99a09af;NA;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;NA
3606cd580a2243553570ffe2dbe5111c;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
3609097938b9b67aa1f4b189f8e4e42b;NA;Bacillota;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Pelosinus;NA
3613052b6b6dd042a47d9b53724e11d5;NA;Chloroflexota;Anaerolineae;RBG-13-54-9;NA;NA;NA
363514f3003dc4422d18b9c966d25404;NA;Latescibacterota;NA;NA;NA;NA;NA
3638e1e5d2503643fc2f285fb8b77f5a;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;NA
3646b5009f1a879b58a0a78a4440ea54;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
36488e15b32a488a2c5a1b0b4898fb85;NA;NA;NA;NA;NA;NA;NA
365584ddebafbf4e534309335df3ab07;NA;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;NA
3659f12ef17587273fb08eb18234b8df;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
3664cffb0fa5ff19364a3d99c8bad111;NA;Myxococcota;Polyangiia;Polyangiales;BIrii41;NA;NA
3669d5f9044348e31f9e6581e0d62495;NA;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;NA;NA
36719c0de4a2cbb42ee96642993d51ce;NA;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;NA
3690cf82b6ace65ad679e4b98026f891;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
3692b39ec7449fb67aceb34eb9fa75e4;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;NA
3694c8394471768435e8f8c67baf4068;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
369713998d7431e30652899185f3a642;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;NA;Nordella;NA
36a9ea77c0b8384cbbbbf529aed0b54b;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
36bccb01230e2991e0ab4ba306f2ec5b;NA;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Aggregicoccus;NA
36be42f0758be3a336bb8beb9794df5d;NA;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
36bf887546a953b107ef19f76310eac1;NA;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae;Sumerlaea;NA
36d37ce54ef71f72b4a3dea467e961dd;NA;Myxococcota;bacteriap25;NA;NA;NA;NA
36dd190df17cb67e5b0c7d3d01bcacff;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
36e032299133fe5f7751963eef2e4b5c;NA;Chloroflexota;Anaerolineae;Ardenticatenales;Ardenticatenaceae;NA;NA
36e2efc6ccdf35ad71a098f441d2349f;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halieaceae;Kineobactrum;NA
36e38d71dd47b4844446de4380e28e9f;NA;Acidobacteriota;Vicinamibacteria;Subgroup 17;NA;NA;NA
36e94f237ca379ab2ce733a4b030f633;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
3720ee04bf60f13e168c154b253e68ac;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
373439e67189a079d1f0dd8d5ea625b5;NA;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
3742921c9a34625feea79477b15d2c1c;NA;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudorhodoplanes;NA
3754716ea28e7baec777d16d28d2dd1f;NA;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
375cec5ecf138af593f70bdcd632a172;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;NA
375d21f76341b11e025f746edffa7988;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
377ef100b0677c5ceef52435a0672254;NA;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;NA
378393bc90b3b35d1c2d753436ae3f45;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;Porticoccus;NA
37898ac98e14a85e3db763c01ff1f2c4;NA;Myxococcota;Polyangiia;Polyangiales;Eel-36e1D6;NA;NA
379009415fc65a96092cb3c37c889286;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;NA;NA
37918b8801b8750ea2c4fb11af6d4dd4;NA;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
37973bca41d1e7ab44589ee3b08dee89;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;NA
37a22e3b3a4d3b8292551c2ba4e28bf5;NA;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;NA
37b25eb1e01872c475ed8ff7316ec9a4;NA;Acidobacteriota;Blastocatellia;2024-11-01 00:00:00;NA;NA;NA
37b3d962f901dc3bdab466b5f2e88053;NA;Chloroflexota;JG30-KF-CM66;NA;NA;NA;NA
37bbeefc6ae95ca87179bafb7d7748dc;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
37c588831ba2fdf7431e935bdc3564df;NA;Acidobacteriota;Subgroup 5;NA;NA;NA;NA
37c764a548d93c7d3a95020572aca3ea;NA;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;NA
37c78ca5e43f2b8ff6844946808a48e0;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
37e20c9a0f0240cab3b038c5592fe71c;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
37f84b421579b309ddfbe749707a6dbb;NA;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
37fc510254368fefd7921cea5f485c53;NA;Pseudomonadota;Alphaproteobacteria;Azospirillales;Inquilinaceae;Inquilinus;NA
381b0e4a70fb01ce5bd198f72f184885;NA;Myxococcota;Polyangiia;Polyangiales;Phaselicystaceae;Phaselicystis;NA
381c406523294491dc21c118184d7f9a;NA;Planctomycetota;Phycisphaerae;mle1-8;NA;NA;NA
381e098abdb4c1aed3731cd13a7abf6b;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
3824e801c046ab7b906b5b74c14d57c9;NA;Actinomycetota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;NA
38291f47bb70d667fdeca2f373398c31;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Leeiaceae;Leeia;NA
382992be2b6593e43a58d4a003f95d68;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA
382edd9e05c6d61562aa133c62559cc6;NA;Pseudomonadota;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;NA
384b13a8eb682a6bad72a3fa3d6c528d;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
384f4e5c1e4f7a1fd621361169293e34;NA;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
385037f492f6e725947c3cafc566d1e9;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
3857b476ac6396fd52c434d7ba19affd;NA;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;NA
38684e2978cf7ec8869abb99aece177a;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
386ace1df6667b713f1a862687dbf592;NA;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1959-1;NA
386cd711b3905e1a547f19e9fcd67301;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;NA
387bb49ab6aa04737e59359610ccad28;NA;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;KD3-10;NA
38822dafb893a28e606798b8b87f9b6a;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
388b7b912b2138629be5a501c657a87e;NA;Dependentiae;Babeliae;Babeliales;Babeliaceae;NA;NA
389321c79bb8a5284855eeb6b405339a;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067;NA
3896673feb00f4adadea94d8caf8038b;NA;Latescibacterota;NA;NA;NA;NA;NA
389ef525835bd45de5ece7a27ca88e39;NA;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
38a5e758ba6f4e4c1e83416af8f71c24;NA;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;FFCH7168;NA
38abb8c481002cc762ddb080c92c46f2;NA;Bacillota;Sulfobacillia;Sulfobacillales;Sulfobacillaceae;NA;NA
38b2d74310a32628740f760ee28c7b8a;NA;Pseudomonadota;Gammaproteobacteria;EC3;NA;NA;NA
38ce5d537a6b85d6273ddb01a6e88ae1;NA;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;JTB255 marine benthic group;NA
38e70a5a63d7bd5009fbef8e27a2777e;NA;Pseudomonadota;Alphaproteobacteria;NA;NA;NA;NA
38f0de09583e1ce34e06c9def976efee;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
38f9dda7e973f08388bffb036cfbecc0;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
38fadfea3a4055adf7f9d9ed96702a7b;NA;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;NA
38fdf90b426d5acb45ce7fdccd11ed75;NA;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;NA
39016d5cb855e901a22bc19120f9f752;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
39033fb019056ee1ad70dbcf80c82d6f;NA;Planctomycetota;OM190;NA;NA;NA;NA
39073cc8dd05f76130247a44ef01dffe;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas;NA
393ee61b48248a5a018ac5b1b9c17c70;NA;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;NA;NA
393f6f0e0fa021984e70c14bc177bf8d;NA;Myxococcota;Polyangiia;mle1-27;NA;NA;NA
39401aa4c4e181428bcd5ef7549c4a81;NA;Acidobacteriota;Blastocatellia;2024-11-01 00:00:00;NA;NA;NA
394c77b16abfdad6395190d42703a1e7;NA;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
394da249d6896fc697cdb989ffa702fc;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS 17;NA;NA
394eb8cd0e03fe64aee896e91ac06f1a;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;NA
395231fa4101876f5ae11b84cb5a8674;NA;Chloroflexota;OLB14;NA;NA;NA;NA
395cb5b7d008f7438802464109a04f71;NA;Bacillota;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;NA
3967f73dd5ff63cf042efcfc8501d671;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
396df3c1a193cafb23c9087fcfca2bb1;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;NA
398c4a4379861822a78c0f065cd98510;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
3998ecdf07f86488862b233cfe346774;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halieaceae;Kineobactrum;NA
399ae9c68b379c699f6e9fa13ed9df69;NA;Chlamydiota;Chlamydiia;Chlamydiales;Parachlamydiaceae;NA;NA
39b33d88c6dd3333127102e729c22e3a;NA;Methylomirabilota;Methylomirabilia;Rokubacteriales;WX65;NA;NA
39bee690343c344600a1cf66870acee2;NA;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;NA;NA
39d4eccb18a4447bf958364c9f65d00d;NA;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;AKYG587;NA
39db626f785ae2060bcd4fd6e5887d68;NA;Latescibacterota;NA;NA;NA;NA;NA
39dd3b13be59137d687c425ae8ba0c30;NA;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Hamadaea;NA
39f75d849ae4e9cc86d43ed8352a7d30;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;NA
3a0984f2bec6b002777f32b86d07ebd0;NA;Patescibacteria;Parcubacteria;Candidatus Adlerbacteria;NA;NA;NA
3a0ae8948d985b73d53fbacb9efb5191;NA;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;NA;NA
3a0d9ff91de53f99b82ee13be6d4a6ba;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
3a113bdd12180becf52713a506c51cf5;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
3a18bdf8ea2e8422139c8467add27d34;NA;Bdellovibrionota;Bacteriovoracia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;NA
3a193f1b3ba3c2dc5c8cc9aaaaf3597a;NA;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;NA
3a1d55dcb71513067d8456fdc5993034;NA;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;NA
3a200e0d6485d1831b3ee4ffa6c869e1;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
3a2a0624d097fab7877f12e68ffcc717;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
3a3633c033096f18d4c848aa0c0a53ea;NA;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;NA;NA
3a39562e733cb8bce91484a7f1365e8f;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;NA
3a410922d36b75d19a8d62fc9a1fefd9;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
3a43523c22ba1145d6766ec2e3e4517f;NA;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;NA
3a4da2048a996f622ff1b2def8e69356;NA;Chloroflexota;Anaerolineae;Aggregatilineales;A4b;NA;NA
3a509778bb281a1bb9f87f8b139626fa;NA;Pseudomonadota;Gammaproteobacteria;Rickettsiellales;Rickettsiellaceae;Aquicella;NA
3a529040df5011d00d784578b3be3338;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
3a64f0bdfe321b8aa90ca92af4f6ba2b;NA;Acidobacteriota;Blastocatellia;DS-100;NA;NA;NA
3a6af0a2b3077faa39a0c81205209a34;NA;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;NA
3a6e1913a3a4067ba6d8363781485c68;NA;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;NA;NA
3a6e9b6732a614bab16d2b6fdd169d42;NA;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;NA
3a6ebbb88a98287278ceb2bcd50c909e;NA;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;NA
3a7bc18b40f7fa71e3bbadc4c727a55a;NA;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;NA
3a853e10473c6e9a6fd031543492fcef;NA;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
3a86071b9e0b4274ba2df61c6c3512b3;NA;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;NA;NA
3a894402f61eed5bb488fbdb92303e2b;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;TRA3-20;NA;NA
3a89d8a890b9102125a79a2100c1e0b8;NA;Acidobacteriota;Subgroup 18;NA;NA;NA;NA
3a98d7a18f553fd0e0a50a448d53836c;NA;Chloroflexota;Anaerolineae;Ardenticatenales;Ardenticatenaceae;NA;NA
3a9b82e5c1611949bfcf937cbdf2edb0;NA;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA;NA
3a9fa4fb4fa42e19bc18c91f6862584b;NA;Pseudomonadota;Gammaproteobacteria;NA;NA;Acidibacter;NA
3aa44c870ffb0248c754f9978222ae3c;NA;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
3aaccb32c4d7ab2f0b217bf1a6864ebb;NA;Actinomycetota;MB-A2-108;NA;NA;NA;NA
3aafad6ba8df18151f0acfe8e234b210;NA;Chloroflexota;Anaerolineae;Aggregatilineales;A4b;NA;NA
3ab5d18c678652ecae44ec093f4c8282;NA;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;211ds20;NA;NA
3ab6a07812896f95afa26c11b7e84235;NA;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter;NA
3ac5f6823291a35432cd1560ea7e7fa8;NA;Actinomycetota;MB-A2-108;NA;NA;NA;NA
3ac8df1a3003fd2cac6a6cd3d20ae333;NA;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;NA
3ad942a4dd1f145def9bd0ab901eb8df;NA;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
3adc2c83f5bb1c63f6852769a83aa71f;NA;Gemmatimonadota;Longimicrobiia;Longimicrobiales;Longimicrobiaceae;NA;NA
3add9f33ec4d69e98a2bc4848a88abf5;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
3ae6af66ed6b5bbc167f44df4537487e;NA;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
3af625530fb7aca054b69a7505e06465;NA;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Thermosporothrix;NA
3af8760b6d5204ca2515939b6bc3db4a;NA;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;NA
3b05932540934421ce15f2a4687184e8;NA;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;NA
3b11c571909fe0cc3822ce0bec9ece29;NA;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;NA;NA
3b155725d6a98289e2918974c66c8adf;NA;Pseudomonadota;Alphaproteobacteria;NA;NA;NA;NA
3b217887bbe33e587a7c23e5dfa0172c;NA;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;NA;NA
3b42d176dc049160712f4538dc2daaee;NA;Bdellovibrionota;Oligoflexia;053A03-B-DI-P58;NA;NA;NA
3b5040780c634e5cc2110f0930caede9;NA;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
3b60fc96ed772e17d28f0246f2b703eb;NA;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Pseudomethylobacillus;NA
3b90179384f1a2fe9bdd1d4c7090c797;NA;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;NA
3b9342295ebb981fc49da55d9f12412f;NA;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
3b975a96f2a0dbea4602c7e6e6584935;NA;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;NA;NA
